Jam_Operasi,Suhu_Motor,Getaran,Tekanan_Oli,Arus_Listrik,Umur_Sisa_Mesin
9942,58.38,3.39,2.35,6.69,1997.47
6690,67.67,2.93,2.68,10.28,1908.53
1756,59.54,3.57,3.21,5.7,1888.34
3876,73.87,2.84,2.6,7.29,1864.66
6145,83.68,3.19,1.61,9.0,1834.08
3986,60.07,3.25,2.84,7.88,1949.47
4084,75.79,2.32,2.88,8.49,1926.55
8553,54.67,3.08,3.0,6.92,1922.69
3830,80.33,1.75,3.63,4.8,1921.21
3203,74.16,2.78,3.03,10.93,1881.99
9162,80.76,2.96,3.12,7.04,1941.56
8620,68.78,3.34,3.53,8.58,1790.6
7614,65.65,3.16,3.01,9.4,1878.28
1853,78.16,3.35,4.07,8.62,1985.07
5563,56.92,2.42,2.37,6.58,1892.84
9049,52.57,2.22,2.53,10.32,1937.05
8075,69.95,2.28,3.31,9.03,1880.3
1167,66.1,2.71,3.63,8.4,1932.65
4968,75.54,1.05,2.9,8.35,1969.27
9837,80.92,3.57,2.49,11.36,1832.74
7319,75.33,2.54,3.88,6.54,1963.32
4219,80.12,2.17,2.6,8.83,1938.27
3245,73.21,0.48,3.17,6.94,2018.16
7983,74.95,2.47,3.66,4.13,1936.78
1039,68.83,2.34,2.78,4.07,1908.44
5464,74.65,1.78,2.69,5.97,2024.21
5335,71.67,1.96,2.72,6.68,1888.15
4275,73.25,2.48,3.45,12.35,1921.27
6542,68.33,2.03,3.53,9.4,1977.47
7602,78.09,2.96,3.02,9.58,1821.44
7812,62.9,1.9,3.94,6.73,2002.34
5820,69.82,2.62,3.02,8.12,1873.17
6632,83.12,3.44,3.65,12.61,1890.34
8391,60.51,2.47,2.78,5.57,1939.19
3279,48.38,2.78,4.17,8.91,1948.08
1424,73.66,2.73,3.79,11.22,1987.34
2081,67.43,2.51,2.94,9.93,1867.76
8214,80.11,2.45,3.72,11.6,1949.06
3824,68.69,2.04,3.69,8.43,1985.17
6213,63.96,2.62,3.78,9.21,1981.85
7526,69.24,2.27,1.76,8.22,1841.95
755,80.93,3.74,3.36,9.07,1872.91
5304,75.75,3.15,3.27,6.17,1915.17
2338,45.66,1.34,3.24,9.58,1891.98
509,71.86,1.38,3.11,8.59,1872.13
3371,72.36,2.4,3.12,8.13,1924.21
9489,69.82,2.18,3.64,11.49,1922.46
7909,63.89,2.35,3.27,7.47,2064.82
7918,81.95,3.02,3.11,10.42,1938.75
5624,82.44,2.75,3.57,10.61,2012.24
1515,47.97,2.74,3.21,9.71,1953.98
2693,62.02,3.66,3.26,6.07,1975.02
8915,68.55,1.39,3.93,8.72,1915.38
7949,79.49,2.58,2.78,11.92,2045.34
4658,70.35,2.04,2.24,4.36,1909.07
4425,63.16,3.65,3.04,7.62,1907.83
7470,77.1,0.73,3.11,10.32,1966.44
7438,67.89,0.77,3.36,7.77,1944.03
5284,68.83,2.74,3.05,9.62,1909.69
4500,69.73,3.4,3.38,10.82,1978.13
2133,75.74,3.12,4.25,8.46,1944.77
7766,66.91,1.86,3.4,9.02,1922.66
9202,76.87,3.71,3.49,8.18,1918.62
884,69.27,1.51,2.94,8.6,1873.52
904,59.33,3.55,2.31,12.21,1866.57
8675,69.63,1.62,1.85,7.87,1973.88
2500,59.85,2.22,2.74,7.29,1919.14
6489,70.41,3.01,1.71,10.08,1913.03
1960,78.29,1.33,3.26,6.31,2037.74
7690,59.26,3.68,2.81,6.77,1916.44
7640,73.64,2.21,2.34,6.78,1912.66
4136,61.71,2.61,3.07,7.49,1987.47
5309,72.02,3.43,2.63,7.58,1898.68
4678,78.6,1.87,3.23,9.4,1996.19
7745,48.7,3.35,3.35,7.32,1969.41
7100,58.86,3.81,2.65,9.48,2010.39
6497,66.31,1.98,2.88,9.73,1894.37
2548,73.15,3.6,3.11,6.69,2011.85
5280,68.34,1.09,2.3,9.69,1965.42
1216,69.54,2.81,3.11,9.87,1884.15
8439,90.43,1.52,2.28,4.48,1791.11
6065,57.88,3.25,3.28,8.59,1889.83
5044,81.35,3.19,2.78,6.99,1944.12
5476,66.5,4.16,2.28,10.61,1942.38
3919,75.49,3.64,2.71,6.97,1931.57
7739,91.29,2.37,2.73,5.32,1917.04
749,76.89,1.63,3.53,7.94,1953.89
9365,73.72,2.95,3.09,6.21,1964.73
1270,85.99,2.45,2.52,9.7,1874.28
4863,81.25,3.74,3.82,6.38,1944.09
1577,62.01,0.77,3.31,7.96,1923.2
8927,72.95,4.25,2.83,11.09,1855.93
9080,52.83,2.93,2.22,10.2,1972.05
8401,64.6,1.85,2.79,8.96,1872.34
5358,73.14,3.09,2.89,7.74,1923.01
7044,63.98,3.54,3.18,8.77,2019.02
5219,72.73,2.59,3.3,9.38,1973.57
3314,69.87,1.09,3.4,6.03,1932.03
3874,75.36,2.26,2.19,9.7,1917.93
1752,65.76,3.33,3.1,5.8,1891.0
7496,60.6,2.9,2.92,9.14,1987.0
5173,84.78,2.37,4.34,5.79,1987.41
5030,65.04,3.55,3.03,11.93,1960.08
7381,76.6,3.09,2.69,9.53,1955.59
7449,84.35,3.15,3.06,4.89,1881.76
6741,71.63,2.17,3.0,8.0,1850.56
8517,61.44,2.09,2.01,6.96,1950.14
7441,68.21,1.14,3.2,6.72,1977.38
7502,80.18,2.29,2.84,8.29,2000.58
1831,72.06,3.25,2.99,6.14,1939.7
4761,57.95,2.34,2.56,9.52,1920.61
8148,75.97,2.86,2.45,9.41,1900.99
5615,77.7,3.39,3.44,8.7,1959.03
5137,66.45,2.8,3.55,7.96,1921.44
5354,76.1,2.88,3.21,9.32,1925.83
3677,72.45,1.41,2.09,9.58,1984.19
8230,68.03,2.24,3.24,8.91,1889.06
2680,57.06,3.88,2.1,5.38,2015.77
5392,80.78,2.58,2.67,6.42,1963.27
7543,77.59,4.02,3.43,7.46,1821.7
637,75.84,1.92,3.33,5.05,1937.78
6827,85.45,2.69,3.23,8.45,1819.35
3972,79.45,2.19,3.66,10.82,1926.61
5949,76.87,2.97,3.28,10.5,1898.24
3332,47.87,3.22,1.99,9.48,1984.38
4079,81.97,2.98,2.82,9.46,1887.51
6471,70.83,3.33,2.98,12.43,1936.45
4664,73.12,2.49,2.92,9.69,1962.04
8441,73.19,2.35,2.69,9.85,1927.55
6069,77.74,1.09,2.48,5.12,1995.17
4800,81.22,3.01,4.2,10.67,2032.39
6769,76.34,2.64,2.81,8.8,1928.07
4318,74.75,2.45,4.18,7.84,1960.59
2406,72.32,2.35,2.43,7.34,1904.36
6754,36.48,2.47,3.33,6.9,1888.27
1260,67.12,2.31,3.11,10.51,2004.16
8330,60.58,2.08,2.54,7.94,1968.02
7850,82.11,2.69,2.77,6.98,1866.26
6738,76.19,2.89,2.99,6.46,1859.88
6590,65.42,1.88,2.58,8.34,1898.24
6531,66.42,2.18,2.87,7.28,1924.27
8187,66.06,2.34,1.82,6.82,1900.5
9591,65.88,2.5,3.36,5.24,1926.67
8972,55.55,2.4,3.61,9.92,1964.67
2387,53.39,3.03,3.23,7.72,1974.88
3766,70.29,1.18,4.13,5.83,1980.5
1166,80.75,1.32,3.34,7.46,1836.26
4688,64.62,2.65,3.57,9.1,1856.72
1171,73.03,2.02,3.62,8.06,1917.46
7277,77.34,3.21,1.62,8.38,1883.46
8070,60.07,3.44,3.21,8.09,1960.71
8456,69.8,2.69,2.31,5.45,1875.83
5624,63.33,1.64,2.41,9.9,1968.0
6085,86.06,3.34,2.5,4.58,1885.93
5277,85.62,2.66,2.84,8.92,1866.88
4400,60.08,1.31,3.33,9.23,1888.52
7177,73.86,1.38,3.22,7.56,2043.07
7481,80.68,3.71,2.99,8.71,1872.39
6876,78.48,3.58,3.36,7.45,1954.27
1023,70.82,0.49,3.39,8.73,1886.96
2893,83.07,1.41,3.22,9.99,2015.97
3093,60.95,3.41,2.14,6.42,1961.3
7740,66.97,2.49,2.63,9.35,1933.69
7437,61.22,3.06,3.01,11.38,1938.79
6690,77.82,2.45,3.37,8.53,1951.1
5740,64.17,3.02,2.34,6.99,1971.6
6993,68.29,2.5,2.99,12.53,1889.28
3378,76.18,2.15,2.22,8.18,1908.8
4643,76.98,3.35,3.51,8.46,1933.73
4144,60.93,2.66,3.12,8.5,1975.41
4932,80.57,3.02,2.33,8.9,1924.05
1776,74.56,2.63,2.32,7.32,1987.96
6311,59.18,2.11,3.19,8.38,1964.84
802,56.72,3.79,3.69,9.9,1941.7
1138,69.84,2.78,2.45,7.25,1866.12
555,78.5,2.22,3.39,7.16,1933.44
9217,78.76,3.52,2.73,7.42,1994.16
8650,73.56,1.44,3.41,5.8,1942.6
2625,70.49,4.29,3.34,6.63,1909.04
864,75.12,2.36,3.08,6.55,1970.21
7309,61.45,1.49,2.08,8.0,1963.56
5121,86.87,4.02,3.34,9.67,1888.46
5626,86.74,2.13,3.25,10.91,1987.1
5622,74.29,2.69,3.21,8.11,1955.19
2146,71.97,3.07,3.1,8.91,1890.17
1418,65.89,3.45,2.56,8.49,1991.1
3297,75.29,2.74,3.54,3.81,1928.11
7006,63.09,1.98,3.45,5.7,1925.54
6370,47.76,2.68,2.46,9.52,1880.26
2031,42.86,2.16,3.66,9.72,1990.5
8672,62.01,2.7,3.07,9.67,1908.73
3845,71.56,3.8,3.06,7.64,1968.65
8173,73.32,3.1,2.91,4.01,1893.89
7449,65.13,2.67,2.96,5.94,1893.61
7382,71.42,3.09,3.69,6.25,1886.9
2406,67.26,3.15,3.52,9.26,1964.99
3586,60.01,1.64,3.51,7.29,1917.93
8652,69.46,2.53,3.09,11.38,1902.21
6250,78.13,4.55,3.44,10.94,1887.11
9405,60.46,3.47,2.58,11.35,1927.63
1562,60.46,2.1,3.29,6.17,1874.11
2476,59.31,2.02,2.92,8.98,1964.45
1796,50.63,1.99,1.97,7.04,2045.83
6729,65.2,3.19,2.21,8.66,1984.08
8141,77.14,3.79,2.67,6.39,1882.13
625,71.74,2.97,3.21,10.45,1975.98
5132,68.31,2.63,2.67,6.43,1951.42
6788,71.29,2.14,2.7,4.11,2006.68
4096,65.11,2.76,3.38,12.07,1809.34
6668,50.52,1.84,2.72,8.88,1990.07
8061,77.84,0.95,3.67,5.86,1916.77
8758,80.71,3.81,3.58,7.68,1871.43
732,62.72,1.7,3.01,6.85,1926.18
9861,68.49,2.24,3.38,8.01,1848.7
6871,67.63,3.03,3.31,9.61,1891.71
4706,73.51,3.65,2.88,9.29,1874.01
8443,86.9,2.71,3.43,8.51,1921.27
7391,81.6,1.55,3.5,8.01,1955.3
7238,66.23,2.26,2.52,10.16,1909.61
2972,75.42,1.96,3.08,4.15,2027.64
3239,82.54,2.47,3.07,6.5,1915.66
5901,74.08,3.49,3.42,6.04,1913.16
2261,69.95,0.47,2.78,10.01,1932.26
1376,74.46,2.17,2.7,6.52,1985.48
4312,62.97,2.11,3.08,5.43,1981.99
1960,64.43,1.49,3.59,9.1,1981.72
2233,59.36,2.97,2.4,6.18,1945.5
2105,73.07,1.37,2.49,7.3,1887.7
6122,68.69,1.46,2.74,12.76,1911.85
7267,61.77,3.18,2.83,9.57,1994.45
7486,68.36,3.7,2.12,7.58,1967.09
4017,74.7,2.44,3.75,7.76,1955.87
4235,89.15,1.53,2.93,9.81,1916.35
9852,80.12,1.94,2.86,9.33,1908.05
8934,47.16,3.31,3.81,8.15,1901.03
3090,72.39,2.59,3.36,8.21,2003.94
1563,84.29,2.42,2.73,5.04,1910.75
4824,56.62,2.75,3.08,4.62,1990.56
9611,75.52,2.47,2.98,7.65,1884.96
5842,67.63,3.74,3.72,6.73,1995.19
505,81.5,1.9,2.92,9.17,1976.95
7989,74.04,1.81,2.28,8.39,1883.3
9159,61.16,1.39,2.06,6.45,1907.89
8695,67.99,2.07,3.74,8.33,1956.35
6466,68.58,1.63,2.61,7.16,1908.47
9337,68.77,2.67,3.34,12.13,1908.93
617,81.19,2.52,3.04,8.77,1927.24
3051,61.57,1.64,2.79,4.88,2044.29
6060,80.03,2.97,2.87,11.64,2015.67
4789,66.98,3.71,3.79,6.73,2008.05
1346,72.24,2.79,2.28,6.05,1946.91
6816,70.72,0.47,2.81,12.29,1909.4
6969,69.78,4.09,3.45,8.69,1878.68
9833,69.86,3.1,2.36,9.4,1981.78
9415,84.57,4.07,3.66,9.47,1946.86
724,78.42,3.37,3.45,7.59,2000.46
4708,66.37,3.53,3.14,6.86,1922.39
6783,85.83,2.66,2.75,7.18,1833.87
2548,72.75,2.29,2.29,11.22,1865.34
6733,73.58,2.8,3.35,8.41,1927.23
2328,61.63,1.93,4.37,10.63,1926.88
2417,65.03,2.85,3.07,7.85,1916.64
4734,63.11,0.4,2.09,6.49,1967.1
7488,70.86,2.53,3.23,5.12,1978.11
2526,76.39,3.58,3.43,9.3,1904.4
4244,73.67,2.58,2.54,11.39,1866.49
9593,85.88,3.88,2.68,6.23,1869.01
509,61.12,2.29,2.63,9.03,1907.19
760,71.15,3.3,2.73,5.25,1985.58
6538,57.17,1.8,2.91,6.89,1936.44
2719,60.78,3.27,2.57,8.54,2038.18
7541,82.65,2.69,2.38,4.54,1958.73
2560,65.37,2.32,3.09,7.96,2040.92
5787,61.97,0.44,2.91,6.33,1876.41
2119,48.7,2.3,2.78,9.21,1792.4
9012,61.87,2.67,3.04,7.67,1929.75
1842,67.95,3.16,2.24,9.88,1950.43
3332,56.43,3.75,3.13,7.44,1936.62
3324,67.37,4.13,2.79,5.28,1944.97
2494,82.71,3.5,3.12,5.03,1887.71
3990,62.93,2.05,3.2,4.18,1979.21
9810,60.57,2.26,3.57,9.27,1951.52
8484,58.76,3.09,3.05,13.12,1850.93
2104,58.58,2.92,3.53,8.87,1933.38
735,75.36,3.8,2.84,11.34,1928.79
2408,70.49,4.48,2.86,10.27,1901.19
9067,79.57,4.31,2.95,6.96,1846.65
4030,90.2,3.7,3.39,10.53,1925.9
5756,51.7,2.92,3.32,7.04,1950.23
3135,73.8,3.58,3.07,7.08,1909.3
8662,58.81,3.83,2.39,7.58,1858.77
3060,77.89,2.38,3.31,7.68,1965.06
5915,67.28,2.07,2.57,9.32,1892.68
3891,70.27,1.89,2.54,6.66,1929.64
6451,57.17,1.8,2.43,9.78,1909.98
5968,65.74,1.39,2.96,9.75,1997.07
8507,70.9,2.7,3.61,8.69,1880.81
9564,83.56,1.7,2.52,11.88,1992.11
9944,62.05,1.87,3.84,10.57,1951.76
6913,64.49,3.06,3.45,10.14,2013.52
7441,79.44,2.65,2.27,8.13,1951.29
5320,61.41,2.84,2.81,8.7,1922.29
3398,81.42,3.59,2.48,9.05,1886.15
8046,69.91,3.19,3.33,8.03,1899.69
577,73.03,3.72,2.51,7.25,2025.12
8077,73.68,2.56,2.19,3.19,1921.91
4727,63.84,3.79,2.84,9.44,1962.83
1100,73.9,2.79,3.58,10.08,1960.77
1565,62.28,2.63,2.9,5.68,1970.1
2636,64.98,3.67,3.2,9.21,1955.97
7443,75.59,1.8,3.22,6.82,1952.09
8304,72.93,4.12,2.24,7.27,1868.87
7065,69.25,2.27,2.55,10.62,1907.97
6484,57.41,1.53,3.0,6.02,1955.14
5642,59.91,3.02,2.72,6.02,1943.3
5170,72.77,2.2,3.85,11.61,1908.54
2690,77.32,4.12,2.39,7.71,1956.8
9684,58.9,2.15,2.55,10.49,1873.97
3212,61.6,2.75,3.15,4.8,1889.66
2692,71.34,1.36,2.69,4.96,1971.03
1748,71.13,3.15,1.55,6.17,1888.09
4533,53.76,1.88,3.97,7.04,1963.19
2497,71.62,3.05,2.46,5.19,1850.18
4187,64.02,2.16,3.28,8.74,1906.26
4518,86.41,0.86,2.37,8.87,1922.24
2470,72.49,2.6,2.57,6.2,1868.41
8889,74.21,2.57,2.19,6.36,1896.65
6265,74.47,3.2,2.63,6.63,1984.9
1702,57.86,3.74,2.68,5.67,1888.77
8635,89.44,4.03,2.93,2.21,1895.12
6067,53.77,3.19,2.81,7.83,2016.59
8167,77.96,2.72,2.28,7.14,1862.93
6242,76.19,1.36,2.74,7.34,2003.46
6288,65.23,2.66,3.72,5.98,1920.21
5908,76.66,2.67,3.66,9.62,1932.1
9169,66.82,2.34,3.23,12.85,1974.17
9946,63.25,3.01,3.33,6.33,1889.16
1422,74.7,3.4,4.03,10.8,1976.89
919,59.93,1.85,3.29,8.73,2005.89
2704,67.76,1.83,3.32,8.07,1919.0
1620,64.06,2.39,2.22,7.31,1916.14
1450,66.64,2.01,2.44,7.83,1944.41
2836,74.33,1.19,2.98,10.3,1938.22
5873,64.06,1.7,2.6,5.72,1885.59
2743,68.08,1.51,2.5,7.45,1920.06
3145,64.97,3.47,2.56,10.5,1763.46
5112,84.44,3.86,2.29,9.97,1902.72
2365,73.43,1.62,2.6,5.75,1999.34
6528,72.2,2.94,3.17,7.63,1842.56
7826,76.83,3.2,3.9,9.46,1892.27
6871,64.06,1.31,3.4,9.33,2054.8
6859,78.59,2.63,3.32,9.95,1919.56
8363,73.46,4.53,2.19,8.77,1972.56
3728,54.39,3.04,3.06,9.1,1891.72
4219,55.72,2.3,2.97,8.69,1966.03
2871,64.28,2.05,3.15,11.16,1886.56
3391,56.79,0.88,2.82,7.16,1976.56
4256,67.62,2.88,3.83,8.1,1981.66
4725,59.86,4.06,3.03,5.97,1965.47
594,69.02,1.85,3.08,5.58,1947.62
3174,84.12,0.95,2.02,8.65,1958.96
7398,69.51,1.97,2.95,6.55,1942.61
1293,66.97,3.21,3.57,7.88,1986.01
2616,73.88,2.16,3.28,11.24,1937.47
6279,63.04,1.84,1.92,11.12,1974.21
6666,78.43,2.52,2.78,12.45,1989.16
1314,74.95,2.68,3.87,11.28,1932.47
845,70.39,1.39,2.92,12.81,1956.65
9054,71.54,2.33,3.16,8.87,1869.39
2943,90.42,2.1,3.81,6.19,1963.01
8283,79.42,1.99,2.92,6.0,1938.98
1484,92.0,1.69,3.4,10.79,1950.04
8290,75.32,3.25,3.21,8.1,1920.64
1327,55.28,1.98,3.31,8.25,2057.22
4031,67.38,0.9,3.19,6.9,1806.82
7647,53.0,2.71,2.73,7.14,1902.23
4951,75.28,3.08,2.78,8.77,1912.48
4376,77.45,1.86,2.57,5.89,2014.74
6459,61.14,2.05,2.18,8.51,1954.47
626,63.44,1.98,3.62,11.02,1983.63
3677,71.49,2.22,3.01,3.73,2012.49
9295,58.02,3.39,3.6,4.92,1909.99
6524,57.27,2.41,3.78,9.35,1964.3
5609,82.39,3.17,3.03,10.73,1894.81
4646,71.15,1.72,2.34,7.02,1888.31
7696,64.42,2.19,2.9,4.0,2020.75
3868,53.08,3.26,2.66,10.86,1955.92
4297,78.52,1.86,2.01,6.38,1972.34
2292,63.15,3.31,2.75,7.28,1893.62
6232,88.61,2.0,2.96,8.64,1950.73
3976,78.59,2.24,2.68,6.67,2029.61
3917,61.92,3.84,2.61,6.25,1924.61
2145,62.85,2.15,2.36,6.28,1892.18
9897,87.22,2.62,3.1,11.72,1909.07
3530,69.16,2.99,3.93,10.32,1887.24
3372,64.87,2.68,3.64,9.15,1865.94
3572,70.28,2.7,3.33,3.63,1912.03
2354,64.82,2.45,3.34,9.16,1924.84
4521,72.41,1.46,2.93,9.05,1891.29
5162,69.24,2.78,2.1,5.44,2001.88
7014,78.76,1.91,2.82,8.52,2019.09
5531,66.11,3.12,2.52,10.1,1957.71
3208,61.15,3.6,3.08,9.14,1959.27
7612,66.51,1.06,3.62,6.64,1926.86
8893,66.45,3.6,3.99,8.03,1868.72
4007,69.22,2.17,3.03,9.46,2020.36
6956,76.35,2.4,2.17,8.12,1919.33
4712,75.8,1.77,3.03,10.51,1912.02
8470,82.0,2.65,3.04,8.79,1963.43
9266,61.89,2.55,3.34,9.51,1911.09
1036,73.89,3.36,2.99,9.64,1996.24
2125,77.27,1.91,3.03,5.87,1933.41
8473,63.26,3.83,2.68,8.1,1963.6
9077,67.92,3.03,2.84,7.34,1962.75
8570,52.5,2.57,3.26,10.09,1986.18
9166,79.07,2.36,2.0,8.93,1873.78
9109,67.85,2.25,2.84,7.62,1912.95
6990,78.07,2.31,3.34,5.44,2025.99
4100,72.06,2.63,3.82,4.81,1932.84
7283,68.15,2.33,2.8,8.62,1964.71
9646,54.07,1.99,3.59,6.57,2037.45
5471,55.85,2.64,3.85,9.33,1843.94
1705,44.07,1.83,2.81,4.71,1953.68
2490,64.37,2.76,2.72,11.19,1943.19
5799,92.78,2.32,2.91,9.33,1833.45
4072,57.12,3.06,2.96,8.2,1918.03
6475,43.69,3.29,3.55,11.37,1879.54
6820,79.63,3.29,2.61,9.9,1958.82
4880,93.64,2.75,3.77,7.05,1844.09
5257,72.98,2.85,2.6,8.16,2025.0
3213,72.89,2.24,2.37,4.07,1984.0
6088,66.9,3.04,3.26,10.13,1872.92
1466,52.06,3.13,3.62,7.41,2008.85
5444,55.49,1.25,3.09,4.05,1979.84
3932,66.83,2.8,3.22,5.64,1942.33
1188,64.92,3.59,3.98,9.74,1913.91
4743,68.85,2.21,3.62,11.23,1962.36
4201,78.29,2.04,3.02,8.04,1945.43
9033,64.18,2.16,2.78,6.04,1886.82
5682,78.5,1.3,3.55,5.16,1873.74
7204,64.25,2.6,3.41,10.83,1879.75
4922,80.38,2.52,3.21,8.9,1906.58
2259,70.86,2.66,2.84,7.34,2006.94
9681,65.64,2.83,2.96,6.86,1956.42
2982,70.69,1.86,2.93,9.34,1923.93
8558,67.06,2.72,2.84,9.29,1894.68
1451,71.13,2.85,2.7,6.21,2002.81
9414,77.58,2.11,3.13,5.72,1930.15
2579,69.13,2.84,2.68,5.82,1961.47
3217,66.3,2.56,3.09,7.06,1911.65
5024,58.76,2.0,1.95,6.62,1935.05
8977,75.79,2.73,2.7,11.24,1907.48
7811,73.48,2.27,3.55,6.99,1919.61
7686,58.18,3.06,2.55,5.5,1962.37
2565,78.35,2.31,3.3,5.61,1988.57
1268,58.02,1.47,2.59,7.63,1916.69
5990,80.29,2.71,3.39,4.36,1907.64
7145,76.88,2.68,2.85,7.88,1887.32
5583,74.2,1.64,2.83,5.33,2008.72
5732,66.23,3.1,3.03,10.32,2039.23
6297,75.76,3.06,2.33,8.23,1899.62
9638,80.76,1.8,3.49,12.24,1898.85
5426,75.92,1.97,3.65,7.54,1978.35
6516,63.3,2.39,2.82,1.74,1904.15
3835,72.67,1.89,3.26,10.92,1982.96
8538,81.32,3.01,3.39,9.0,1910.1
5373,91.99,2.62,2.95,9.31,1837.19
1981,67.95,1.63,2.45,5.99,1892.45
6805,78.58,1.84,3.8,7.91,1912.04
3951,81.34,3.45,2.8,8.37,1992.79
554,61.88,3.73,2.7,7.52,1909.51
8143,87.82,2.93,3.82,4.53,1892.43
3962,59.35,2.33,3.31,13.54,1947.6
1332,78.09,2.15,3.13,9.67,1867.48
6454,73.05,2.94,2.51,8.84,1937.8
9019,70.56,2.56,3.4,10.63,1834.6
7721,95.47,1.21,4.45,9.29,1950.03
3810,66.99,3.33,3.44,6.65,1900.67
3800,66.83,3.58,3.25,10.5,1886.7
7222,83.31,3.09,3.36,9.7,1929.26
7718,77.62,1.63,2.84,6.72,1965.27
8276,82.82,1.99,2.83,9.58,1933.93
4175,71.17,1.01,2.82,7.52,1957.47
3554,73.17,3.78,2.71,8.42,1945.26
8470,89.01,2.21,2.82,9.2,1930.85
2643,61.64,4.37,2.82,10.74,1958.37
5707,68.97,4.06,2.88,6.71,1906.45
3038,77.98,1.78,2.86,8.73,1977.87
5047,68.04,1.93,3.12,12.03,1892.99
6119,64.3,2.87,3.04,7.65,1984.94
8856,76.18,1.1,3.08,8.39,1960.06
7112,83.36,2.15,3.76,12.03,2027.2
5505,68.59,2.07,3.04,9.27,1959.42
1322,68.31,3.98,4.11,5.05,1999.1
1443,63.52,2.63,3.18,6.41,1879.3
6650,67.04,2.27,2.78,9.38,1973.86
4925,80.84,1.99,3.67,8.85,1994.06
9466,70.81,3.22,2.96,8.33,1983.99
2698,61.95,2.1,1.8,12.32,1948.57
4742,72.62,2.46,3.0,6.77,1920.95
4195,80.51,1.99,2.88,7.85,1884.43
3952,64.38,1.29,3.8,4.07,1906.07
9606,56.71,1.7,2.55,10.32,1914.8
1808,91.91,2.1,2.83,6.4,1861.38
4677,56.21,2.29,3.63,10.11,1901.99
9205,66.41,2.32,3.2,9.9,1918.48
7352,72.32,2.43,2.91,12.7,1919.52
6535,67.28,2.11,2.62,9.3,1879.41
4094,69.25,3.58,3.18,7.29,1874.59
5341,75.77,3.26,2.99,8.91,1872.65
1909,46.08,2.39,2.62,6.48,1949.16
5066,57.33,2.7,2.64,8.64,2042.78
4991,70.44,2.2,2.59,7.6,1989.71
2055,65.96,0.23,2.5,7.86,1972.71
1304,71.29,2.52,3.47,6.2,1984.83
1779,72.28,2.74,3.4,8.6,2000.41
7583,48.84,1.21,3.47,9.65,1967.63
6486,82.74,2.9,3.0,4.7,1911.79
6119,65.02,2.28,2.88,6.62,1892.05
1887,61.34,2.77,2.89,8.34,1945.32
3179,72.08,2.3,3.51,3.31,2003.25
2606,71.07,3.5,2.09,11.48,1921.59
8673,81.97,2.68,2.74,6.58,1859.02
4723,72.72,3.3,2.56,6.12,1847.84
5331,81.58,3.37,3.68,7.59,1921.94
3268,60.62,1.6,2.76,8.27,1899.31
3686,71.42,1.91,2.18,6.49,1923.39
3073,58.85,2.86,3.11,9.96,2016.77
3099,70.98,2.21,2.81,8.8,1941.89
4533,68.86,2.31,2.72,6.33,1903.55
8928,68.43,3.53,2.67,6.96,1927.52
1804,68.51,2.25,2.65,4.97,2053.07
7868,77.36,1.72,3.35,5.49,1921.28
6377,53.93,1.83,3.11,8.78,1818.06
1801,61.0,4.25,2.9,6.35,1980.22
3041,69.59,2.36,2.45,11.61,1956.92
2551,58.21,1.41,2.92,8.14,1960.87
7309,70.46,1.08,3.13,5.29,1924.28
9133,69.49,2.0,3.15,5.71,1880.86
9496,55.96,2.34,3.08,10.11,1990.78
574,55.47,3.26,2.54,7.85,1865.58
7481,43.76,3.18,1.8,9.98,1906.75
5975,57.79,2.49,3.9,7.27,1920.62
8732,70.14,2.14,2.35,6.88,1961.65
7684,71.56,2.77,2.02,10.24,1976.73
6296,72.02,1.1,3.07,6.28,1926.8
7641,62.22,4.08,2.15,8.98,1923.21
2122,69.82,3.02,2.6,7.58,1961.07
8541,73.97,3.19,3.27,9.76,1963.72
841,57.32,1.64,3.89,11.64,2012.36
2574,71.23,3.53,3.19,7.22,1916.74
8492,76.56,2.13,2.78,6.91,1941.01
1145,65.09,1.74,2.97,9.33,1977.16
4763,80.62,2.47,2.1,5.84,1929.29
9301,65.33,2.45,2.77,11.23,1929.03
6636,61.4,1.64,2.78,10.89,1930.43
9146,75.57,1.78,3.08,6.0,1927.75
3469,90.33,1.72,3.97,4.83,1879.85
3528,70.85,1.73,2.03,5.68,1902.1
8143,76.35,2.19,2.8,5.71,1963.35
3181,64.91,1.39,2.08,9.6,1886.9
4129,57.58,1.95,2.75,11.1,1964.69
4725,71.66,3.34,2.57,9.58,1924.88
3567,73.24,3.16,2.25,7.53,1989.13
6441,66.42,1.66,3.46,8.68,1965.91
1886,76.31,3.27,3.13,6.26,1925.53
3366,63.46,0.93,3.4,10.19,1939.83
5288,60.98,4.44,2.73,8.86,1825.96
5990,80.61,3.54,2.96,9.55,1913.24
4624,80.65,2.05,3.8,6.54,1876.72
8840,63.66,2.81,3.0,7.66,1906.23
4350,87.19,1.38,3.4,9.45,1905.92
5915,67.13,2.55,2.69,10.89,1882.75
8179,70.85,2.35,3.36,6.78,1982.04
7319,69.15,1.83,2.73,9.56,1860.82
9828,75.24,2.13,2.05,6.58,1863.71
8878,72.71,2.05,3.0,12.23,1876.29
9942,72.58,1.59,2.76,7.17,1891.28
1833,59.8,1.81,2.19,9.29,1910.45
4650,53.11,1.35,3.1,8.33,1929.81
7266,81.42,3.19,2.55,13.21,1923.69
3211,64.55,1.75,4.55,8.46,1985.73
